Date,Price,Car Type,Avg Price,Last 30 days,Last 90 days,YoY Change
07-21-2014,24578.05996974976,SUV,45856,-3.07,-5.6,-2.4
08-26-2014,24820.15966373259,SUV,45856,-3.07,-5.6,-2.4
10-01-2014,24499.10995002061,SUV,45856,-3.07,-5.6,-2.4
11-06-2014,24497.735712684484,SUV,45856,-3.07,-5.6,-2.4
12-12-2014,24788.1241425382,SUV,45856,-3.07,-5.6,-2.4
01-17-2015,25262.687512245393,SUV,45856,-3.07,-5.6,-2.4
02-22-2015,25930.841267921573,SUV,45856,-3.07,-5.6,-2.4
03-30-2015,26414.652876502674,SUV,45856,-3.07,-5.6,-2.4
05-05-2015,27386.05210181286,SUV,45856,-3.07,-5.6,-2.4
06-10-2015,27897.856334355092,SUV,45856,-3.07,-5.6,-2.4
07-16-2015,28350.704113391548,SUV,45856,-3.07,-5.6,-2.4
08-21-2015,28316.219190492855,SUV,45856,-3.07,-5.6,-2.4
09-26-2015,28085.527141605315,SUV,45856,-3.07,-5.6,-2.4
11-01-2015,28141.25393933523,SUV,45856,-3.07,-5.6,-2.4
12-07-2015,28886.675280437063,SUV,45856,-3.07,-5.6,-2.4
01-12-2016,29427.763756502984,SUV,45856,-3.07,-5.6,-2.4
02-17-2016,29310.491589972054,SUV,45856,-3.07,-5.6,-2.4
03-24-2016,29418.271100662296,SUV,45856,-3.07,-5.6,-2.4
04-29-2016,30289.47283196496,SUV,45856,-3.07,-5.6,-2.4
06-04-2016,31160.30348230746,SUV,45856,-3.07,-5.6,-2.4
07-10-2016,31011.558183402216,SUV,45856,-3.07,-5.6,-2.4
08-15-2016,30681.259566788096,SUV,45856,-3.07,-5.6,-2.4
09-20-2016,30210.004831941034,SUV,45856,-3.07,-5.6,-2.4
10-26-2016,30396.393076778713,SUV,45856,-3.07,-5.6,-2.4
12-01-2016,30891.45504320249,SUV,45856,-3.07,-5.6,-2.4
01-06-2017,31319.219249317062,SUV,45856,-3.07,-5.6,-2.4
02-11-2017,31604.020955421012,SUV,45856,-3.07,-5.6,-2.4
03-19-2017,31839.840484628534,SUV,45856,-3.07,-5.6,-2.4
04-24-2017,31471.414050325908,SUV,45856,-3.07,-5.6,-2.4
05-30-2017,31362.697976992247,SUV,45856,-3.07,-5.6,-2.4
07-05-2017,31085.515208615012,SUV,45856,-3.07,-5.6,-2.4
08-10-2017,31184.894352668445,SUV,45856,-3.07,-5.6,-2.4
09-15-2017,30883.162651715425,SUV,45856,-3.07,-5.6,-2.4
10-21-2017,31049.903438285848,SUV,45856,-3.07,-5.6,-2.4
11-26-2017,31437.18324694584,SUV,45856,-3.07,-5.6,-2.4
01-01-2018,31569.627558824595,SUV,45856,-3.07,-5.6,-2.4
02-06-2018,31958.790174392725,SUV,45856,-3.07,-5.6,-2.4
03-14-2018,32057.79306335045,SUV,45856,-3.07,-5.6,-2.4
04-19-2018,32622.72239430046,SUV,45856,-3.07,-5.6,-2.4
05-25-2018,32936.32317390395,SUV,45856,-3.07,-5.6,-2.4
06-30-2018,33041.51657599986,SUV,45856,-3.07,-5.6,-2.4
08-05-2018,32714.330433471005,SUV,45856,-3.07,-5.6,-2.4
09-10-2018,31991.801136738766,SUV,45856,-3.07,-5.6,-2.4
10-16-2018,31751.19890865459,SUV,45856,-3.07,-5.6,-2.4
11-21-2018,31859.276671000476,SUV,45856,-3.07,-5.6,-2.4
12-27-2018,32151.141645004933,SUV,45856,-3.07,-5.6,-2.4
02-01-2019,32645.455024986884,SUV,45856,-3.07,-5.6,-2.4
03-09-2019,33010.81138989031,SUV,45856,-3.07,-5.6,-2.4
04-14-2019,33533.77446617983,SUV,45856,-3.07,-5.6,-2.4
05-20-2019,33751.48908313346,SUV,45856,-3.07,-5.6,-2.4
06-25-2019,33637.39603972543,SUV,45856,-3.07,-5.6,-2.4
07-31-2019,33511.35151396798,SUV,45856,-3.07,-5.6,-2.4
09-05-2019,33322.291278074175,SUV,45856,-3.07,-5.6,-2.4
10-11-2019,33019.939973204506,SUV,45856,-3.07,-5.6,-2.4
11-16-2019,33129.401270200535,SUV,45856,-3.07,-5.6,-2.4
12-22-2019,33471.86935086522,SUV,45856,-3.07,-5.6,-2.4
01-27-2020,33755.79421962262,SUV,45856,-3.07,-5.6,-2.4
03-03-2020,33235.46670541603,SUV,45856,-3.07,-5.6,-2.4
04-08-2020,33348.46598556337,SUV,45856,-3.07,-5.6,-2.4
05-14-2020,33756.02425329183,SUV,45856,-3.07,-5.6,-2.4
06-19-2020,33685.65496559807,SUV,45856,-3.07,-5.6,-2.4
07-25-2020,33371.010687117385,SUV,45856,-3.07,-5.6,-2.4
08-30-2020,33222.41052076941,SUV,45856,-3.07,-5.6,-2.4
10-05-2020,33365.74471149844,SUV,45856,-3.07,-5.6,-2.4
11-10-2020,33833.34156799286,SUV,45856,-3.07,-5.6,-2.4
12-16-2020,34484.79115090262,SUV,45856,-3.07,-5.6,-2.4
01-21-2021,35101.66449450482,SUV,45856,-3.07,-5.6,-2.4
02-26-2021,36137.46690929848,SUV,45856,-3.07,-5.6,-2.4
04-03-2021,36842.62959676077,SUV,45856,-3.07,-5.6,-2.4
05-09-2021,37138.204166757256,SUV,45856,-3.07,-5.6,-2.4
06-14-2021,37975.61717315586,SUV,45856,-3.07,-5.6,-2.4
07-20-2021,39005.79423030422,SUV,45856,-3.07,-5.6,-2.4
08-25-2021,39378.50086275439,SUV,45856,-3.07,-5.6,-2.4
09-30-2021,40265.95586791176,SUV,45856,-3.07,-5.6,-2.4
11-05-2021,41305.41926843844,SUV,45856,-3.07,-5.6,-2.4
12-11-2021,42340.82351361313,SUV,45856,-3.07,-5.6,-2.4
01-16-2022,44325.2592012592,SUV,45856,-3.07,-5.6,-2.4
02-21-2022,45955.7987550979,SUV,45856,-3.07,-5.6,-2.4
03-29-2022,47817.22538637917,SUV,45856,-3.07,-5.6,-2.4
05-04-2022,49189.86876316345,SUV,45856,-3.07,-5.6,-2.4
06-09-2022,49510.584399435735,SUV,45856,-3.07,-5.6,-2.4
07-15-2022,49457.8161252728,SUV,45856,-3.07,-5.6,-2.4
08-20-2022,49188.9222161662,SUV,45856,-3.07,-5.6,-2.4
09-25-2022,49179.65589942738,SUV,45856,-3.07,-5.6,-2.4
10-31-2022,49241.70725415886,SUV,45856,-3.07,-5.6,-2.4
12-06-2022,49041.2035013362,SUV,45856,-3.07,-5.6,-2.4
01-11-2023,48821.740581333914,SUV,45856,-3.07,-5.6,-2.4
02-16-2023,48523.26065716993,SUV,45856,-3.07,-5.6,-2.4
03-24-2023,48456.71425068924,SUV,45856,-3.07,-5.6,-2.4
04-29-2023,48247.84884828452,SUV,45856,-3.07,-5.6,-2.4
06-04-2023,48938.51791454189,SUV,45856,-3.07,-5.6,-2.4
07-10-2023,49529.95772267384,SUV,45856,-3.07,-5.6,-2.4
08-15-2023,49819.08428853313,SUV,45856,-3.07,-5.6,-2.4
09-20-2023,49842.675505427505,SUV,45856,-3.07,-5.6,-2.4
10-26-2023,49779.33108135884,SUV,45856,-3.07,-5.6,-2.4
12-01-2023,49017.5489407946,SUV,45856,-3.07,-5.6,-2.4
01-06-2024,48070.87587207322,SUV,45856,-3.07,-5.6,-2.4
02-11-2024,47416.798305952725,SUV,45856,-3.07,-5.6,-2.4
03-18-2024,46270.573437328676,SUV,45856,-3.07,-5.6,-2.4
07-21-2014,14017.876628413143,Hyundai,22491,-1.12,-4.39,-8.24
08-26-2014,14043.417807662947,Hyundai,22491,-1.12,-4.39,-8.24
10-01-2014,14108.027489971755,Hyundai,22491,-1.12,-4.39,-8.24
11-06-2014,14191.014294867904,Hyundai,22491,-1.12,-4.39,-8.24
12-12-2014,14070.7543903753,Hyundai,22491,-1.12,-4.39,-8.24
01-17-2015,13854.772710460238,Hyundai,22491,-1.12,-4.39,-8.24
02-22-2015,13856.932761093612,Hyundai,22491,-1.12,-4.39,-8.24
03-30-2015,13895.87113482974,Hyundai,22491,-1.12,-4.39,-8.24
05-05-2015,13913.526377595397,Hyundai,22491,-1.12,-4.39,-8.24
06-10-2015,13985.994920529054,Hyundai,22491,-1.12,-4.39,-8.24
07-16-2015,14126.544384033405,Hyundai,22491,-1.12,-4.39,-8.24
08-21-2015,14302.748624265321,Hyundai,22491,-1.12,-4.39,-8.24
09-26-2015,14317.947679017267,Hyundai,22491,-1.12,-4.39,-8.24
11-01-2015,14452.069434002096,Hyundai,22491,-1.12,-4.39,-8.24
12-07-2015,14384.32301080691,Hyundai,22491,-1.12,-4.39,-8.24
01-12-2016,14208.967724052402,Hyundai,22491,-1.12,-4.39,-8.24
02-17-2016,14127.322542806378,Hyundai,22491,-1.12,-4.39,-8.24
03-24-2016,14372.61726627686,Hyundai,22491,-1.12,-4.39,-8.24
04-29-2016,14358.320719053498,Hyundai,22491,-1.12,-4.39,-8.24
06-04-2016,14489.46784169082,Hyundai,22491,-1.12,-4.39,-8.24
07-10-2016,14523.29643779361,Hyundai,22491,-1.12,-4.39,-8.24
08-15-2016,14313.844864480567,Hyundai,22491,-1.12,-4.39,-8.24
09-20-2016,14293.237195863294,Hyundai,22491,-1.12,-4.39,-8.24
10-26-2016,14913.65805174395,Hyundai,22491,-1.12,-4.39,-8.24
12-01-2016,14949.93552307137,Hyundai,22491,-1.12,-4.39,-8.24
01-06-2017,14854.011144045659,Hyundai,22491,-1.12,-4.39,-8.24
02-11-2017,14969.865927832789,Hyundai,22491,-1.12,-4.39,-8.24
03-19-2017,15212.456391058759,Hyundai,22491,-1.12,-4.39,-8.24
04-24-2017,15448.161615959421,Hyundai,22491,-1.12,-4.39,-8.24
05-30-2017,15573.772443800084,Hyundai,22491,-1.12,-4.39,-8.24
07-05-2017,15365.34314899337,Hyundai,22491,-1.12,-4.39,-8.24
08-10-2017,15091.78139749476,Hyundai,22491,-1.12,-4.39,-8.24
09-15-2017,14771.639425700143,Hyundai,22491,-1.12,-4.39,-8.24
10-21-2017,14698.782700908198,Hyundai,22491,-1.12,-4.39,-8.24
11-26-2017,14612.842785714496,Hyundai,22491,-1.12,-4.39,-8.24
01-01-2018,14442.344019208082,Hyundai,22491,-1.12,-4.39,-8.24
02-06-2018,14352.525603159607,Hyundai,22491,-1.12,-4.39,-8.24
03-14-2018,14526.94659409798,Hyundai,22491,-1.12,-4.39,-8.24
04-19-2018,14844.707941136405,Hyundai,22491,-1.12,-4.39,-8.24
05-25-2018,14980.998052345742,Hyundai,22491,-1.12,-4.39,-8.24
06-30-2018,14904.59519752573,Hyundai,22491,-1.12,-4.39,-8.24
08-05-2018,14785.198711098483,Hyundai,22491,-1.12,-4.39,-8.24
09-10-2018,14523.27049604215,Hyundai,22491,-1.12,-4.39,-8.24
10-16-2018,14684.169282966886,Hyundai,22491,-1.12,-4.39,-8.24
11-21-2018,14694.50288657538,Hyundai,22491,-1.12,-4.39,-8.24
12-27-2018,14619.836957492551,Hyundai,22491,-1.12,-4.39,-8.24
02-01-2019,14709.989626725075,Hyundai,22491,-1.12,-4.39,-8.24
03-09-2019,15112.330025448578,Hyundai,22491,-1.12,-4.39,-8.24
04-14-2019,15434.690770666446,Hyundai,22491,-1.12,-4.39,-8.24
05-20-2019,15601.752248953451,Hyundai,22491,-1.12,-4.39,-8.24
06-25-2019,15793.895553406674,Hyundai,22491,-1.12,-4.39,-8.24
07-31-2019,15692.875975635032,Hyundai,22491,-1.12,-4.39,-8.24
09-05-2019,15504.120660797442,Hyundai,22491,-1.12,-4.39,-8.24
10-11-2019,15563.032648928549,Hyundai,22491,-1.12,-4.39,-8.24
11-16-2019,15618.446847124858,Hyundai,22491,-1.12,-4.39,-8.24
12-22-2019,15280.054550594263,Hyundai,22491,-1.12,-4.39,-8.24
01-27-2020,15126.468354063978,Hyundai,22491,-1.12,-4.39,-8.24
03-03-2020,15083.054326039291,Hyundai,22491,-1.12,-4.39,-8.24
04-08-2020,15120.473844118997,Hyundai,22491,-1.12,-4.39,-8.24
05-14-2020,15221.361648701046,Hyundai,22491,-1.12,-4.39,-8.24
06-19-2020,15089.977096988188,Hyundai,22491,-1.12,-4.39,-8.24
07-25-2020,15096.675751189396,Hyundai,22491,-1.12,-4.39,-8.24
08-30-2020,15191.432733540578,Hyundai,22491,-1.12,-4.39,-8.24
10-05-2020,15160.417789331661,Hyundai,22491,-1.12,-4.39,-8.24
11-10-2020,15156.092640763394,Hyundai,22491,-1.12,-4.39,-8.24
12-16-2020,15180.754227311932,Hyundai,22491,-1.12,-4.39,-8.24
01-21-2021,15168.203785340364,Hyundai,22491,-1.12,-4.39,-8.24
02-26-2021,15508.948895918425,Hyundai,22491,-1.12,-4.39,-8.24
04-03-2021,15940.007026830748,Hyundai,22491,-1.12,-4.39,-8.24
05-09-2021,16119.180887906427,Hyundai,22491,-1.12,-4.39,-8.24
06-14-2021,16283.453187808993,Hyundai,22491,-1.12,-4.39,-8.24
07-20-2021,16336.24979886802,Hyundai,22491,-1.12,-4.39,-8.24
08-25-2021,16293.253213746282,Hyundai,22491,-1.12,-4.39,-8.24
09-30-2021,16198.448191537424,Hyundai,22491,-1.12,-4.39,-8.24
11-05-2021,16602.475510917022,Hyundai,22491,-1.12,-4.39,-8.24
12-11-2021,17295.347927920306,Hyundai,22491,-1.12,-4.39,-8.24
01-16-2022,18333.18553464965,Hyundai,22491,-1.12,-4.39,-8.24
02-21-2022,19462.34357697361,Hyundai,22491,-1.12,-4.39,-8.24
03-29-2022,20921.567527317315,Hyundai,22491,-1.12,-4.39,-8.24
05-04-2022,22267.81310500733,Hyundai,22491,-1.12,-4.39,-8.24
06-09-2022,22965.763609155783,Hyundai,22491,-1.12,-4.39,-8.24
07-15-2022,23482.197683596012,Hyundai,22491,-1.12,-4.39,-8.24
08-20-2022,23921.946695905357,Hyundai,22491,-1.12,-4.39,-8.24
09-25-2022,24347.671714521166,Hyundai,22491,-1.12,-4.39,-8.24
10-31-2022,24704.93224021952,Hyundai,22491,-1.12,-4.39,-8.24
12-06-2022,24485.010030465546,Hyundai,22491,-1.12,-4.39,-8.24
01-11-2023,24165.66497088154,Hyundai,22491,-1.12,-4.39,-8.24
02-16-2023,24356.741571759376,Hyundai,22491,-1.12,-4.39,-8.24
03-24-2023,24490.198712216577,Hyundai,22491,-1.12,-4.39,-8.24
04-29-2023,24589.600884636016,Hyundai,22491,-1.12,-4.39,-8.24
06-04-2023,24733.033108692514,Hyundai,22491,-1.12,-4.39,-8.24
07-10-2023,24834.346719540612,Hyundai,22491,-1.12,-4.39,-8.24
08-15-2023,24766.796548207418,Hyundai,22491,-1.12,-4.39,-8.24
09-20-2023,24709.00574090854,Hyundai,22491,-1.12,-4.39,-8.24
10-26-2023,24690.301085184063,Hyundai,22491,-1.12,-4.39,-8.24
12-01-2023,24138.089796038843,Hyundai,22491,-1.12,-4.39,-8.24
01-06-2024,23545.67281169761,Hyundai,22491,-1.12,-4.39,-8.24
02-11-2024,23191.08498221406,Hyundai,22491,-1.12,-4.39,-8.24
03-18-2024,22760.139529382053,Hyundai,22491,-1.12,-4.39,-8.24
07-21-2014,21963.07430715063,Van,45856,-3.07,-5.6,-2.4
08-26-2014,22228.57517615181,Van,45856,-3.07,-5.6,-2.4
10-01-2014,21802.134969463994,Van,45856,-3.07,-5.6,-2.4
11-06-2014,21610.106096879434,Van,45856,-3.07,-5.6,-2.4
12-12-2014,21966.811876473592,Van,45856,-3.07,-5.6,-2.4
01-17-2015,22229.852894653974,Van,45856,-3.07,-5.6,-2.4
02-22-2015,22741.21939291963,Van,45856,-3.07,-5.6,-2.4
03-30-2015,23014.40045462298,Van,45856,-3.07,-5.6,-2.4
05-05-2015,23422.739867786793,Van,45856,-3.07,-5.6,-2.4
06-10-2015,23558.589282424422,Van,45856,-3.07,-5.6,-2.4
07-16-2015,23828.68181635141,Van,45856,-3.07,-5.6,-2.4
08-21-2015,23318.94203845447,Van,45856,-3.07,-5.6,-2.4
09-26-2015,23720.428110654993,Van,45856,-3.07,-5.6,-2.4
11-01-2015,24329.518274755093,Van,45856,-3.07,-5.6,-2.4
12-07-2015,25063.045472364178,Van,45856,-3.07,-5.6,-2.4
01-12-2016,25188.510895743973,Van,45856,-3.07,-5.6,-2.4
02-17-2016,24901.52133221444,Van,45856,-3.07,-5.6,-2.4
03-24-2016,24873.41827556568,Van,45856,-3.07,-5.6,-2.4
04-29-2016,25433.951950780174,Van,45856,-3.07,-5.6,-2.4
06-04-2016,25690.715663884388,Van,45856,-3.07,-5.6,-2.4
07-10-2016,26133.800764533516,Van,45856,-3.07,-5.6,-2.4
08-15-2016,25749.706731462396,Van,45856,-3.07,-5.6,-2.4
09-20-2016,25396.921843778517,Van,45856,-3.07,-5.6,-2.4
10-26-2016,25207.12260798956,Van,45856,-3.07,-5.6,-2.4
12-01-2016,25053.35051638102,Van,45856,-3.07,-5.6,-2.4
01-06-2017,25049.737113639123,Van,45856,-3.07,-5.6,-2.4
02-11-2017,24979.408625310207,Van,45856,-3.07,-5.6,-2.4
03-19-2017,24911.28743779939,Van,45856,-3.07,-5.6,-2.4
04-24-2017,25205.1789093985,Van,45856,-3.07,-5.6,-2.4
05-30-2017,25042.47240581925,Van,45856,-3.07,-5.6,-2.4
07-05-2017,24968.67071694711,Van,45856,-3.07,-5.6,-2.4
08-10-2017,24906.7305620875,Van,45856,-3.07,-5.6,-2.4
09-15-2017,24938.14397100148,Van,45856,-3.07,-5.6,-2.4
10-21-2017,24878.194447964826,Van,45856,-3.07,-5.6,-2.4
11-26-2017,24727.923562047865,Van,45856,-3.07,-5.6,-2.4
01-01-2018,24753.633738455042,Van,45856,-3.07,-5.6,-2.4
02-06-2018,25006.93188808325,Van,45856,-3.07,-5.6,-2.4
03-14-2018,25093.99713785122,Van,45856,-3.07,-5.6,-2.4
04-19-2018,25565.025470843564,Van,45856,-3.07,-5.6,-2.4
05-25-2018,26539.055842122903,Van,45856,-3.07,-5.6,-2.4
06-30-2018,26879.107043116786,Van,45856,-3.07,-5.6,-2.4
08-05-2018,26647.049724309698,Van,45856,-3.07,-5.6,-2.4
